,dataset,num_kernels,accuracy_mean,accuracy_std
211,InlineSkate,500,0.4354545454545454,0.023611875426509953
212,InlineSkate,1000,0.442909090909091,0.006361038430740327
213,InlineSkate,2500,0.46145454545454545,0.007172030153933102
214,InlineSkate,5000,0.47290909090909095,0.007775783556488407
215,InlineSkate,10000,0.47327272727272723,0.005752469825293224
216,InsectWingbeatSound,100,0.6353030303030304,0.00838581575805042
217,InsectWingbeatSound,500,0.6503535353535354,0.004678469049341722
218,InsectWingbeatSound,1000,0.655959595959596,0.0035339102393001877
219,InsectWingbeatSound,2500,0.6604545454545455,0.002545875386086581
220,InsectWingbeatSound,5000,0.6637878787878788,0.00071603267064432
221,InsectWingbeatSound,10000,0.665909090909091,0.002010710023979236
222,ItalyPowerDemand,100,0.9629737609329447,0.004789590487988958
223,ItalyPowerDemand,500,0.9683187560738583,0.0015180271478924597
224,ItalyPowerDemand,1000,0.9686103012633627,0.0008746355685131022
225,ItalyPowerDemand,2500,0.9687074829931974,0.0009521826016649734
226,ItalyPowerDemand,5000,0.9692905733722063,0.001388032736354316
227,ItalyPowerDemand,10000,0.9694849368318759,0.0008906852662693479
228,LargeKitchenAppliances,100,0.8781333333333334,0.011868913644942872
229,LargeKitchenAppliances,500,0.8928,0.007801994047108154
230,LargeKitchenAppliances,1000,0.8925333333333334,0.008266666666666669
231,LargeKitchenAppliances,2500,0.8997333333333334,0.0032000000000000084
232,LargeKitchenAppliances,5000,0.8960000000000001,0.005333333333333318
233,LargeKitchenAppliances,10000,0.8962666666666668,0.006248199740725313
234,Lightning2,100,0.7327868852459016,0.019466134568914606
235,Lightning2,500,0.7639344262295082,0.02099384995879622
236,Lightning2,1000,0.7688524590163934,0.011475409836065587
237,Lightning2,2500,0.760655737704918,0.015024838344117527
238,Lightning2,5000,0.7655737704918033,0.007512419172058762
239,Lightning2,10000,0.7885245901639344,0.011475409836065587
240,Lightning7,100,0.7698630136986301,0.021044234925667416
241,Lightning7,500,0.8136986301369863,0.023085341844318784
242,Lightning7,1000,0.8191780821917808,0.013421861604291393
243,Lightning7,2500,0.8273972602739728,0.016438356164383564
244,Lightning7,5000,0.8273972602739725,0.0125550019039886
