,dataset,run,accuracy
740,DistalPhalanxTW,20,0.697841726618705
741,DistalPhalanxTW,21,0.7122302158273381
742,DistalPhalanxTW,22,0.6834532374100719
743,DistalPhalanxTW,23,0.7194244604316546
744,DistalPhalanxTW,24,0.6906474820143885
745,DistalPhalanxTW,25,0.7122302158273381
746,DistalPhalanxTW,26,0.7050359712230215
747,DistalPhalanxTW,27,0.7050359712230215
748,DistalPhalanxTW,28,0.697841726618705
749,DistalPhalanxTW,29,0.697841726618705
750,DodgerLoopDay,0,0.475
751,DodgerLoopDay,1,0.5
752,DodgerLoopDay,2,0.5
753,DodgerLoopDay,3,0.525
754,DodgerLoopDay,4,0.5375
755,DodgerLoopDay,5,0.5
756,DodgerLoopDay,6,0.5125
757,DodgerLoopDay,7,0.525
758,DodgerLoopDay,8,0.5375
759,DodgerLoopDay,9,0.525
760,DodgerLoopDay,10,0.55
761,DodgerLoopDay,11,0.5125
762,DodgerLoopDay,12,0.55
763,DodgerLoopDay,13,0.5125
764,DodgerLoopDay,14,0.5375
765,DodgerLoopDay,15,0.5375
766,DodgerLoopDay,16,0.525
767,DodgerLoopDay,17,0.525
768,DodgerLoopDay,18,0.5625
769,DodgerLoopDay,19,0.525
770,DodgerLoopDay,20,0.525
771,DodgerLoopDay,21,0.4875
772,DodgerLoopDay,22,0.5375
773,DodgerLoopDay,23,0.525
774,DodgerLoopDay,24,0.5375
775,DodgerLoopDay,25,0.5
776,DodgerLoopDay,26,0.55
777,DodgerLoopDay,27,0.525
778,DodgerLoopDay,28,0.5375
779,DodgerLoopDay,29,0.5375
780,DodgerLoopGame,0,0.8768115942028986
781,DodgerLoopGame,1,0.8695652173913043
782,DodgerLoopGame,2,0.8768115942028986
783,DodgerLoopGame,3,0.8695652173913043
784,DodgerLoopGame,4,0.8623188405797102
785,DodgerLoopGame,5,0.8695652173913043
786,DodgerLoopGame,6,0.8623188405797102
787,DodgerLoopGame,7,0.8695652173913043
788,DodgerLoopGame,8,0.8768115942028986
789,DodgerLoopGame,9,0.8768115942028986
790,DodgerLoopGame,10,0.8623188405797102
791,DodgerLoopGame,11,0.8623188405797102
792,DodgerLoopGame,12,0.8768115942028986
793,DodgerLoopGame,13,0.8695652173913043
794,DodgerLoopGame,14,0.8623188405797102
795,DodgerLoopGame,15,0.8768115942028986
796,DodgerLoopGame,16,0.8695652173913043
797,DodgerLoopGame,17,0.8840579710144928
798,DodgerLoopGame,18,0.8768115942028986
799,DodgerLoopGame,19,0.8768115942028986
800,DodgerLoopGame,20,0.8768115942028986
801,DodgerLoopGame,21,0.8695652173913043
802,DodgerLoopGame,22,0.8695652173913043
803,DodgerLoopGame,23,0.8623188405797102
804,DodgerLoopGame,24,0.8768115942028986
805,DodgerLoopGame,25,0.8695652173913043
806,DodgerLoopGame,26,0.8695652173913043
807,DodgerLoopGame,27,0.8695652173913043
808,DodgerLoopGame,28,0.8695652173913043
809,DodgerLoopGame,29,0.8768115942028986
810,DodgerLoopWeekend,0,0.9637681159420289
811,DodgerLoopWeekend,1,0.9637681159420289
812,DodgerLoopWeekend,2,0.9637681159420289
813,DodgerLoopWeekend,3,0.9637681159420289
814,DodgerLoopWeekend,4,0.9637681159420289
815,DodgerLoopWeekend,5,0.9637681159420289
816,DodgerLoopWeekend,6,0.9637681159420289
817,DodgerLoopWeekend,7,0.9637681159420289
818,DodgerLoopWeekend,8,0.9637681159420289
819,DodgerLoopWeekend,9,0.9637681159420289
820,DodgerLoopWeekend,10,0.9637681159420289
821,DodgerLoopWeekend,11,0.9637681159420289
822,DodgerLoopWeekend,12,0.9637681159420289
823,DodgerLoopWeekend,13,0.9637681159420289
824,DodgerLoopWeekend,14,0.9637681159420289
825,DodgerLoopWeekend,15,0.9637681159420289
826,DodgerLoopWeekend,16,0.9637681159420289
827,DodgerLoopWeekend,17,0.9637681159420289
828,DodgerLoopWeekend,18,0.9637681159420289
829,DodgerLoopWeekend,19,0.9637681159420289
830,DodgerLoopWeekend,20,0.9710144927536232
831,DodgerLoopWeekend,21,0.9637681159420289
832,DodgerLoopWeekend,22,0.9637681159420289
833,DodgerLoopWeekend,23,0.9637681159420289
834,DodgerLoopWeekend,24,0.9637681159420289
835,DodgerLoopWeekend,25,0.9637681159420289
836,DodgerLoopWeekend,26,0.9637681159420289
837,DodgerLoopWeekend,27,0.9637681159420289
838,DodgerLoopWeekend,28,0.9637681159420289
839,DodgerLoopWeekend,29,0.9637681159420289
840,ECG200,0,0.92
841,ECG200,1,0.92
842,ECG200,2,0.92
843,ECG200,3,0.92
844,ECG200,4,0.92
845,ECG200,5,0.92
846,ECG200,6,0.92
847,ECG200,7,0.91
848,ECG200,8,0.92
849,ECG200,9,0.92
850,ECG200,10,0.92
851,ECG200,11,0.92
852,ECG200,12,0.92
853,ECG200,13,0.92
854,ECG200,14,0.92
855,ECG200,15,0.92
856,ECG200,16,0.91
857,ECG200,17,0.92
858,ECG200,18,0.91
859,ECG200,19,0.92
860,ECG200,20,0.92
861,ECG200,21,0.92
862,ECG200,22,0.91
863,ECG200,23,0.91
864,ECG200,24,0.91
865,ECG200,25,0.92
866,ECG200,26,0.91
867,ECG200,27,0.92
868,ECG200,28,0.91
869,ECG200,29,0.92
870,ECG5000,0,0.9473333333333334
871,ECG5000,1,0.948
872,ECG5000,2,0.9477777777777778
873,ECG5000,3,0.9464444444444444
874,ECG5000,4,0.9473333333333334
875,ECG5000,5,0.9477777777777778
876,ECG5000,6,0.9468888888888889
877,ECG5000,7,0.9464444444444444
878,ECG5000,8,0.9475555555555556
879,ECG5000,9,0.9462222222222222
880,ECG5000,10,0.9468888888888889
881,ECG5000,11,0.9464444444444444
882,ECG5000,12,0.9475555555555556
883,ECG5000,13,0.9471111111111111
884,ECG5000,14,0.9468888888888889
885,ECG5000,15,0.9473333333333334
886,ECG5000,16,0.9468888888888889
887,ECG5000,17,0.9471111111111111
888,ECG5000,18,0.9468888888888889
889,ECG5000,19,0.9468888888888889
890,ECG5000,20,0.9464444444444444
891,ECG5000,21,0.9473333333333334
892,ECG5000,22,0.948
893,ECG5000,23,0.9475555555555556
894,ECG5000,24,0.9471111111111111
895,ECG5000,25,0.9468888888888889
896,ECG5000,26,0.9475555555555556
897,ECG5000,27,0.9462222222222222
898,ECG5000,28,0.9464444444444444
899,ECG5000,29,0.9466666666666667
900,ECGFiveDays,0,1.0
901,ECGFiveDays,1,1.0
902,ECGFiveDays,2,1.0
903,ECGFiveDays,3,1.0
904,ECGFiveDays,4,1.0
905,ECGFiveDays,5,1.0
906,ECGFiveDays,6,1.0
907,ECGFiveDays,7,1.0
908,ECGFiveDays,8,1.0
909,ECGFiveDays,9,1.0
910,ECGFiveDays,10,1.0
911,ECGFiveDays,11,1.0
912,ECGFiveDays,12,1.0
913,ECGFiveDays,13,1.0
914,ECGFiveDays,14,1.0
915,ECGFiveDays,15,1.0
916,ECGFiveDays,16,1.0
917,ECGFiveDays,17,1.0
918,ECGFiveDays,18,1.0
919,ECGFiveDays,19,1.0
920,ECGFiveDays,20,1.0
921,ECGFiveDays,21,1.0
922,ECGFiveDays,22,1.0
923,ECGFiveDays,23,1.0
924,ECGFiveDays,24,1.0
925,ECGFiveDays,25,1.0
926,ECGFiveDays,26,1.0
927,ECGFiveDays,27,1.0
928,ECGFiveDays,28,1.0
929,ECGFiveDays,29,1.0
930,EOGHorizontalSignal,0,0.580110497237569
931,EOGHorizontalSignal,1,0.5883977900552486
932,EOGHorizontalSignal,2,0.5883977900552486
933,EOGHorizontalSignal,3,0.569060773480663
934,EOGHorizontalSignal,4,0.569060773480663
935,EOGHorizontalSignal,5,0.574585635359116
936,EOGHorizontalSignal,6,0.5662983425414365
937,EOGHorizontalSignal,7,0.5883977900552486
938,EOGHorizontalSignal,8,0.574585635359116
939,EOGHorizontalSignal,9,0.5718232044198895
940,EOGHorizontalSignal,10,0.5773480662983426
941,EOGHorizontalSignal,11,0.569060773480663
942,EOGHorizontalSignal,12,0.5883977900552486
943,EOGHorizontalSignal,13,0.5828729281767956
944,EOGHorizontalSignal,14,0.5883977900552486
945,EOGHorizontalSignal,15,0.5773480662983426
946,EOGHorizontalSignal,16,0.5883977900552486
947,EOGHorizontalSignal,17,0.5828729281767956
948,EOGHorizontalSignal,18,0.580110497237569
949,EOGHorizontalSignal,19,0.5911602209944752
950,EOGHorizontalSignal,20,0.5883977900552486
951,EOGHorizontalSignal,21,0.5828729281767956
952,EOGHorizontalSignal,22,0.5828729281767956
953,EOGHorizontalSignal,23,0.5662983425414365
954,EOGHorizontalSignal,24,0.585635359116022
955,EOGHorizontalSignal,25,0.5883977900552486
956,EOGHorizontalSignal,26,0.6022099447513812
957,EOGHorizontalSignal,27,0.5828729281767956
958,EOGHorizontalSignal,28,0.5883977900552486
959,EOGHorizontalSignal,29,0.5966850828729282
960,EOGVerticalSignal,0,0.5607734806629834
961,EOGVerticalSignal,1,0.5414364640883977
962,EOGVerticalSignal,2,0.5303867403314917
963,EOGVerticalSignal,3,0.5580110497237569
964,EOGVerticalSignal,4,0.5359116022099447
965,EOGVerticalSignal,5,0.5524861878453039
966,EOGVerticalSignal,6,0.5469613259668509
967,EOGVerticalSignal,7,0.5580110497237569
968,EOGVerticalSignal,8,0.5414364640883977
969,EOGVerticalSignal,9,0.56353591160221
970,EOGVerticalSignal,10,0.5662983425414365
971,EOGVerticalSignal,11,0.5414364640883977
972,EOGVerticalSignal,12,0.5497237569060773
973,EOGVerticalSignal,13,0.5497237569060773
974,EOGVerticalSignal,14,0.5469613259668509
975,EOGVerticalSignal,15,0.5469613259668509
976,EOGVerticalSignal,16,0.5524861878453039
977,EOGVerticalSignal,17,0.5414364640883977
978,EOGVerticalSignal,18,0.5497237569060773
979,EOGVerticalSignal,19,0.5386740331491713
980,EOGVerticalSignal,20,0.5441988950276243
981,EOGVerticalSignal,21,0.5580110497237569
982,EOGVerticalSignal,22,0.5580110497237569
983,EOGVerticalSignal,23,0.5469613259668509
984,EOGVerticalSignal,24,0.5303867403314917
985,EOGVerticalSignal,25,0.5552486187845304
986,EOGVerticalSignal,26,0.5414364640883977
987,EOGVerticalSignal,27,0.5497237569060773
988,EOGVerticalSignal,28,0.5524861878453039
989,EOGVerticalSignal,29,0.5303867403314917
990,Earthquakes,0,0.7553956834532374
991,Earthquakes,1,0.7553956834532374
992,Earthquakes,2,0.7482014388489209
993,Earthquakes,3,0.7482014388489209
994,Earthquakes,4,0.7553956834532374
995,Earthquakes,5,0.762589928057554
996,Earthquakes,6,0.7482014388489209
997,Earthquakes,7,0.7482014388489209
998,Earthquakes,8,0.7553956834532374
999,Earthquakes,9,0.762589928057554
1000,Earthquakes,10,0.7553956834532374
1001,Earthquakes,11,0.7553956834532374
1002,Earthquakes,12,0.7482014388489209
1003,Earthquakes,13,0.7482014388489209
1004,Earthquakes,14,0.762589928057554
1005,Earthquakes,15,0.7482014388489209
1006,Earthquakes,16,0.7553956834532374
1007,Earthquakes,17,0.7553956834532374
1008,Earthquakes,18,0.7553956834532374
1009,Earthquakes,19,0.7553956834532374
1010,Earthquakes,20,0.7553956834532374
1011,Earthquakes,21,0.762589928057554
1012,Earthquakes,22,0.7697841726618705
1013,Earthquakes,23,0.7482014388489209
1014,Earthquakes,24,0.7482014388489209
1015,Earthquakes,25,0.7482014388489209
1016,Earthquakes,26,0.7482014388489209
1017,Earthquakes,27,0.7482014388489209
1018,Earthquakes,28,0.7697841726618705
1019,Earthquakes,29,0.762589928057554
1020,ElectricDevices,0,0.7270133575411749
1021,ElectricDevices,1,0.7283102061989366
1022,ElectricDevices,2,0.7271430424069512
1023,ElectricDevices,3,0.729477369990922
1024,ElectricDevices,4,0.7272727272727273
1025,ElectricDevices,5,0.7314226429775645
1026,ElectricDevices,6,0.7275320970042796
1027,ElectricDevices,7,0.7322007521722215
1028,ElectricDevices,8,0.7250680845545325
1029,ElectricDevices,9,0.7322007521722215
1030,ElectricDevices,10,0.731033588380236
1031,ElectricDevices,11,0.7292180002593698
1032,ElectricDevices,12,0.7261055634807418
1033,ElectricDevices,13,0.7303851640513552
1034,ElectricDevices,14,0.7307742186486837
1035,ElectricDevices,15,0.7322007521722215
1036,ElectricDevices,16,0.7281805213331605
1037,ElectricDevices,17,0.729477369990922
1038,ElectricDevices,18,0.7323304370379977
1039,ElectricDevices,19,0.7258461937491895
1040,ElectricDevices,20,0.7280508364673842
1041,ElectricDevices,21,0.7272727272727273
1042,ElectricDevices,22,0.7268836726753988
1043,ElectricDevices,23,0.7290883153935935
1044,ElectricDevices,24,0.7314226429775645
1045,ElectricDevices,25,0.7314226429775645
1046,ElectricDevices,26,0.7314226429775645
1047,ElectricDevices,27,0.7305148489171314
1048,ElectricDevices,28,0.7353131889508494
1049,ElectricDevices,29,0.7268836726753988
1050,EthanolLevel,0,0.604
1051,EthanolLevel,1,0.576
1052,EthanolLevel,2,0.59
1053,EthanolLevel,3,0.59
1054,EthanolLevel,4,0.582
1055,EthanolLevel,5,0.588
1056,EthanolLevel,6,0.588
1057,EthanolLevel,7,0.582
1058,EthanolLevel,8,0.594
1059,EthanolLevel,9,0.586
1060,EthanolLevel,10,0.6
1061,EthanolLevel,11,0.598
1062,EthanolLevel,12,0.578
1063,EthanolLevel,13,0.584
1064,EthanolLevel,14,0.572
1065,EthanolLevel,15,0.584
1066,EthanolLevel,16,0.574
1067,EthanolLevel,17,0.588
1068,EthanolLevel,18,0.586
1069,EthanolLevel,19,0.578
1070,EthanolLevel,20,0.59
1071,EthanolLevel,21,0.576
1072,EthanolLevel,22,0.582
1073,EthanolLevel,23,0.592
1074,EthanolLevel,24,0.582
1075,EthanolLevel,25,0.6
1076,EthanolLevel,26,0.566
1077,EthanolLevel,27,0.596
1078,EthanolLevel,28,0.582
1079,EthanolLevel,29,0.596
1080,FaceAll,0,0.9461538461538461
1081,FaceAll,1,0.9473372781065089
1082,FaceAll,2,0.9479289940828403
1083,FaceAll,3,0.9437869822485208
1084,FaceAll,4,0.9502958579881656
1085,FaceAll,5,0.9491124260355029
1086,FaceAll,6,0.9461538461538461
1087,FaceAll,7,0.9520710059171598
1088,FaceAll,8,0.9502958579881656
1089,FaceAll,9,0.9420118343195266
1090,FaceAll,10,0.9449704142011834
1091,FaceAll,11,0.9467455621301775
1092,FaceAll,12,0.9502958579881656
1093,FaceAll,13,0.9443786982248521
1094,FaceAll,14,0.9485207100591716
1095,FaceAll,15,0.9473372781065089
1096,FaceAll,16,0.9497041420118343
1097,FaceAll,17,0.9485207100591716
1098,FaceAll,18,0.9485207100591716
1099,FaceAll,19,0.9396449704142011
1100,FaceAll,20,0.9502958579881656
1101,FaceAll,21,0.9431952662721893
1102,FaceAll,22,0.9502958579881656
1103,FaceAll,23,0.9467455621301775
1104,FaceAll,24,0.9437869822485208
1105,FaceAll,25,0.9473372781065089
1106,FaceAll,26,0.9485207100591716
1107,FaceAll,27,0.9449704142011834
1108,FaceAll,28,0.942603550295858
1109,FaceAll,29,0.9449704142011834
1110,FaceFour,0,0.9772727272727273
1111,FaceFour,1,0.9772727272727273
1112,FaceFour,2,0.9772727272727273
1113,FaceFour,3,0.9772727272727273
1114,FaceFour,4,0.9659090909090909
1115,FaceFour,5,0.9772727272727273
1116,FaceFour,6,0.9772727272727273
1117,FaceFour,7,0.9772727272727273
1118,FaceFour,8,0.9659090909090909
1119,FaceFour,9,0.9772727272727273
1120,FaceFour,10,0.9772727272727273
1121,FaceFour,11,0.9772727272727273
1122,FaceFour,12,0.9772727272727273
1123,FaceFour,13,0.9772727272727273
1124,FaceFour,14,0.9772727272727273
1125,FaceFour,15,0.9659090909090909
1126,FaceFour,16,0.9772727272727273
1127,FaceFour,17,0.9772727272727273
1128,FaceFour,18,0.9772727272727273
1129,FaceFour,19,0.9772727272727273
1130,FaceFour,20,0.9659090909090909
1131,FaceFour,21,0.9772727272727273
1132,FaceFour,22,0.9659090909090909
1133,FaceFour,23,0.9772727272727273
1134,FaceFour,24,0.9772727272727273
1135,FaceFour,25,0.9772727272727273
1136,FaceFour,26,0.9772727272727273
1137,FaceFour,27,0.9772727272727273
1138,FaceFour,28,0.9772727272727273
1139,FaceFour,29,0.9772727272727273
1140,FacesUCR,0,0.9609756097560975
1141,FacesUCR,1,0.9624390243902439
1142,FacesUCR,2,0.9614634146341463
1143,FacesUCR,3,0.9624390243902439
1144,FacesUCR,4,0.9604878048780487
1145,FacesUCR,5,0.9614634146341463
1146,FacesUCR,6,0.9624390243902439
1147,FacesUCR,7,0.9614634146341463
1148,FacesUCR,8,0.9629268292682926
1149,FacesUCR,9,0.9624390243902439
1150,FacesUCR,10,0.9634146341463414
1151,FacesUCR,11,0.9629268292682926
1152,FacesUCR,12,0.9619512195121951
1153,FacesUCR,13,0.9595121951219512
1154,FacesUCR,14,0.9614634146341463
1155,FacesUCR,15,0.9634146341463414
1156,FacesUCR,16,0.9629268292682926
1157,FacesUCR,17,0.96
1158,FacesUCR,18,0.9619512195121951
1159,FacesUCR,19,0.9619512195121951
1160,FacesUCR,20,0.9614634146341463
1161,FacesUCR,21,0.9619512195121951
1162,FacesUCR,22,0.9604878048780487
1163,FacesUCR,23,0.9609756097560975
1164,FacesUCR,24,0.9604878048780487
1165,FacesUCR,25,0.9609756097560975
1166,FacesUCR,26,0.9619512195121951
1167,FacesUCR,27,0.9614634146341463
1168,FacesUCR,28,0.9609756097560975
1169,FacesUCR,29,0.9629268292682926
1170,FiftyWords,0,0.8219780219780219
1171,FiftyWords,1,0.8351648351648352
1172,FiftyWords,2,0.8307692307692308
1173,FiftyWords,3,0.8351648351648352
1174,FiftyWords,4,0.832967032967033
1175,FiftyWords,5,0.8263736263736263
1176,FiftyWords,6,0.8373626373626374
1177,FiftyWords,7,0.8307692307692308
1178,FiftyWords,8,0.8263736263736263
1179,FiftyWords,9,0.8263736263736263
1180,FiftyWords,10,0.8307692307692308
1181,FiftyWords,11,0.8285714285714286
1182,FiftyWords,12,0.832967032967033
1183,FiftyWords,13,0.832967032967033
1184,FiftyWords,14,0.8307692307692308
1185,FiftyWords,15,0.8241758241758241
1186,FiftyWords,16,0.8307692307692308
1187,FiftyWords,17,0.8307692307692308
1188,FiftyWords,18,0.8373626373626374
1189,FiftyWords,19,0.8285714285714286
1190,FiftyWords,20,0.8241758241758241
1191,FiftyWords,21,0.8395604395604396
1192,FiftyWords,22,0.8285714285714286
1193,FiftyWords,23,0.8307692307692308
1194,FiftyWords,24,0.8285714285714286
1195,FiftyWords,25,0.8307692307692308
1196,FiftyWords,26,0.8373626373626374
1197,FiftyWords,27,0.832967032967033
1198,FiftyWords,28,0.8285714285714286
1199,FiftyWords,29,0.8285714285714286
1200,Fish,0,0.9828571428571429
1201,Fish,1,0.9828571428571429
1202,Fish,2,0.9828571428571429
1203,Fish,3,0.9828571428571429
1204,Fish,4,0.9828571428571429
1205,Fish,5,0.9885714285714285
1206,Fish,6,0.9828571428571429
1207,Fish,7,0.9771428571428571
1208,Fish,8,0.9828571428571429
1209,Fish,9,0.9828571428571429
1210,Fish,10,0.9828571428571429
1211,Fish,11,0.9828571428571429
1212,Fish,12,0.9828571428571429
1213,Fish,13,0.9828571428571429
1214,Fish,14,0.9771428571428571
1215,Fish,15,0.9828571428571429
1216,Fish,16,0.9828571428571429
1217,Fish,17,0.9828571428571429
1218,Fish,18,0.9771428571428571
1219,Fish,19,0.9828571428571429
1220,Fish,20,0.9828571428571429
1221,Fish,21,0.9828571428571429
1222,Fish,22,0.9828571428571429
1223,Fish,23,0.9771428571428571
1224,Fish,24,0.9828571428571429
1225,Fish,25,0.9828571428571429
1226,Fish,26,0.9828571428571429
1227,Fish,27,0.9828571428571429
1228,Fish,28,0.9828571428571429
1229,Fish,29,0.9828571428571429
1230,FordA,0,0.9424242424242424
1231,FordA,1,0.9318181818181818
1232,FordA,2,0.9393939393939394
1233,FordA,3,0.9356060606060606
1234,FordA,4,0.9393939393939394
1235,FordA,5,0.9356060606060606
1236,FordA,6,0.9386363636363636
1237,FordA,7,0.9371212121212121
1238,FordA,8,0.9484848484848485
1239,FordA,9,0.9363636363636364
1240,FordA,10,0.9333333333333333
1241,FordA,11,0.9393939393939394
1242,FordA,12,0.9340909090909091
1243,FordA,13,0.946969696969697
1244,FordA,14,0.9409090909090909
1245,FordA,15,0.9333333333333333
1246,FordA,16,0.9401515151515152
1247,FordA,17,0.9378787878787879
1248,FordA,18,0.9446969696969697
1249,FordA,19,0.9333333333333333
1250,FordA,20,0.9356060606060606
1251,FordA,21,0.9318181818181818
1252,FordA,22,0.9333333333333333
1253,FordA,23,0.9325757575757576
1254,FordA,24,0.9363636363636364
1255,FordA,25,0.9295454545454546
1256,FordA,26,0.9318181818181818
1257,FordA,27,0.9371212121212121
1258,FordA,28,0.9386363636363636
1259,FordA,29,0.9393939393939394
1260,FordB,0,0.8037037037037037
1261,FordB,1,0.8049382716049382
1262,FordB,2,0.7975308641975308
1263,FordB,3,0.7975308641975308
1264,FordB,4,0.7851851851851852
1265,FordB,5,0.7950617283950617
1266,FordB,6,0.7913580246913581
1267,FordB,7,0.8049382716049382
1268,FordB,8,0.7925925925925926
1269,FordB,9,0.7962962962962963
1270,FordB,10,0.8
1271,FordB,11,0.8037037037037037
1272,FordB,12,0.7975308641975308
1273,FordB,13,0.8024691358024691
1274,FordB,14,0.8049382716049382
1275,FordB,15,0.8
1276,FordB,16,0.8098765432098766
1277,FordB,17,0.817283950617284
1278,FordB,18,0.8185185185185185
1279,FordB,19,0.8074074074074075
1280,FordB,20,0.8111111111111111
1281,FordB,21,0.8024691358024691
1282,FordB,22,0.7938271604938272
1283,FordB,23,0.8074074074074075
1284,FordB,24,0.7938271604938272
1285,FordB,25,0.7987654320987654
1286,FordB,26,0.8061728395061728
1287,FordB,27,0.8024691358024691
1288,FordB,28,0.8135802469135802
1289,FordB,29,0.7851851851851852
1290,FreezerRegularTrain,0,0.9978947368421053
1291,FreezerRegularTrain,1,0.9975438596491228
1292,FreezerRegularTrain,2,0.9978947368421053
1293,FreezerRegularTrain,3,0.9978947368421053
1294,FreezerRegularTrain,4,0.9978947368421053
1295,FreezerRegularTrain,5,0.9975438596491228
1296,FreezerRegularTrain,6,0.9975438596491228
1297,FreezerRegularTrain,7,0.9975438596491228
1298,FreezerRegularTrain,8,0.9978947368421053
1299,FreezerRegularTrain,9,0.9968421052631579
1300,FreezerRegularTrain,10,0.9975438596491228
1301,FreezerRegularTrain,11,0.9978947368421053
1302,FreezerRegularTrain,12,0.9975438596491228
1303,FreezerRegularTrain,13,0.9978947368421053
1304,FreezerRegularTrain,14,0.9975438596491228
1305,FreezerRegularTrain,15,0.9975438596491228
1306,FreezerRegularTrain,16,0.9978947368421053
1307,FreezerRegularTrain,17,0.9971929824561403
1308,FreezerRegularTrain,18,0.9978947368421053
1309,FreezerRegularTrain,19,0.9971929824561403
1310,FreezerRegularTrain,20,0.9975438596491228
1311,FreezerRegularTrain,21,0.9975438596491228
1312,FreezerRegularTrain,22,0.9978947368421053
1313,FreezerRegularTrain,23,0.9968421052631579
1314,FreezerRegularTrain,24,0.9978947368421053
1315,FreezerRegularTrain,25,0.9978947368421053
1316,FreezerRegularTrain,26,0.9978947368421053
1317,FreezerRegularTrain,27,0.9968421052631579
1318,FreezerRegularTrain,28,0.9975438596491228
1319,FreezerRegularTrain,29,0.9978947368421053
1320,FreezerSmallTrain,0,0.9501754385964912
1321,FreezerSmallTrain,1,0.952280701754386
1322,FreezerSmallTrain,2,0.9515789473684211
1323,FreezerSmallTrain,3,0.9529824561403509
1324,FreezerSmallTrain,4,0.9477192982456141
1325,FreezerSmallTrain,5,0.9526315789473684
1326,FreezerSmallTrain,6,0.9557894736842105
1327,FreezerSmallTrain,7,0.9452631578947368
1328,FreezerSmallTrain,8,0.9540350877192982
1329,FreezerSmallTrain,9,0.9491228070175438
1330,FreezerSmallTrain,10,0.9519298245614035
1331,FreezerSmallTrain,11,0.9526315789473684
1332,FreezerSmallTrain,12,0.9526315789473684
1333,FreezerSmallTrain,13,0.9487719298245614
1334,FreezerSmallTrain,14,0.9501754385964912
1335,FreezerSmallTrain,15,0.9501754385964912
1336,FreezerSmallTrain,16,0.952280701754386
1337,FreezerSmallTrain,17,0.9459649122807018
1338,FreezerSmallTrain,18,0.9459649122807018
1339,FreezerSmallTrain,19,0.9466666666666667
1340,FreezerSmallTrain,20,0.9445614035087719
1341,FreezerSmallTrain,21,0.9505263157894737
1342,FreezerSmallTrain,22,0.9505263157894737
1343,FreezerSmallTrain,23,0.9494736842105264
1344,FreezerSmallTrain,24,0.9456140350877194
1345,FreezerSmallTrain,25,0.952280701754386
1346,FreezerSmallTrain,26,0.9508771929824561
1347,FreezerSmallTrain,27,0.9396491228070175
1348,FreezerSmallTrain,28,0.952280701754386
1349,FreezerSmallTrain,29,0.9529824561403509
1350,Fungi,0,1.0
1351,Fungi,1,1.0
1352,Fungi,2,1.0
1353,Fungi,3,1.0
1354,Fungi,4,1.0
1355,Fungi,5,1.0
1356,Fungi,6,1.0
1357,Fungi,7,1.0
1358,Fungi,8,1.0
1359,Fungi,9,1.0
1360,Fungi,10,1.0
1361,Fungi,11,1.0
1362,Fungi,12,1.0
1363,Fungi,13,1.0
1364,Fungi,14,1.0
1365,Fungi,15,1.0
1366,Fungi,16,1.0
1367,Fungi,17,1.0
1368,Fungi,18,1.0
1369,Fungi,19,1.0
1370,Fungi,20,1.0
1371,Fungi,21,1.0
1372,Fungi,22,1.0
1373,Fungi,23,1.0
1374,Fungi,24,1.0
1375,Fungi,25,1.0
1376,Fungi,26,1.0
1377,Fungi,27,1.0
1378,Fungi,28,1.0
1379,Fungi,29,1.0
1380,GestureMidAirD1,0,0.7692307692307693
1381,GestureMidAirD1,1,0.7769230769230769
1382,GestureMidAirD1,2,0.7692307692307693
1383,GestureMidAirD1,3,0.7769230769230769
1384,GestureMidAirD1,4,0.7769230769230769
1385,GestureMidAirD1,5,0.7769230769230769
1386,GestureMidAirD1,6,0.7769230769230769
1387,GestureMidAirD1,7,0.7769230769230769
1388,GestureMidAirD1,8,0.7769230769230769
1389,GestureMidAirD1,9,0.7769230769230769
1390,GestureMidAirD1,10,0.7692307692307693
1391,GestureMidAirD1,11,0.7769230769230769
1392,GestureMidAirD1,12,0.7769230769230769
1393,GestureMidAirD1,13,0.7692307692307693
1394,GestureMidAirD1,14,0.7769230769230769
1395,GestureMidAirD1,15,0.7769230769230769
1396,GestureMidAirD1,16,0.7769230769230769
1397,GestureMidAirD1,17,0.7769230769230769
1398,GestureMidAirD1,18,0.7769230769230769
1399,GestureMidAirD1,19,0.7769230769230769
1400,GestureMidAirD1,20,0.7769230769230769
1401,GestureMidAirD1,21,0.7692307692307693
1402,GestureMidAirD1,22,0.7769230769230769
1403,GestureMidAirD1,23,0.7769230769230769
1404,GestureMidAirD1,24,0.7769230769230769
1405,GestureMidAirD1,25,0.7769230769230769
1406,GestureMidAirD1,26,0.7769230769230769
1407,GestureMidAirD1,27,0.7769230769230769
1408,GestureMidAirD1,28,0.7692307692307693
1409,GestureMidAirD1,29,0.7692307692307693
1410,GestureMidAirD2,0,0.6615384615384615
1411,GestureMidAirD2,1,0.6692307692307692
1412,GestureMidAirD2,2,0.6615384615384615
1413,GestureMidAirD2,3,0.6538461538461539
1414,GestureMidAirD2,4,0.6538461538461539
1415,GestureMidAirD2,5,0.6615384615384615
1416,GestureMidAirD2,6,0.676923076923077
1417,GestureMidAirD2,7,0.6538461538461539
1418,GestureMidAirD2,8,0.6692307692307692
1419,GestureMidAirD2,9,0.676923076923077
1420,GestureMidAirD2,10,0.6538461538461539
1421,GestureMidAirD2,11,0.6538461538461539
1422,GestureMidAirD2,12,0.6615384615384615
1423,GestureMidAirD2,13,0.6538461538461539
1424,GestureMidAirD2,14,0.6538461538461539
