,dataset,run,threshold,accuracy,num_features_kept,num_features_total,fraction_kept,classifier_train_time
287,MelbournePedestrian,0,threshold=0.01,0.9270192701927019,13943,20000,0.69715,0.5006042999448255
288,MiddlePhalanxOutlineAgeGroup,0,no_selection (baseline),0.564935064935065,20000,20000,1.0,0.13855380000313744
289,MiddlePhalanxOutlineAgeGroup,0,threshold=0.0,0.564935064935065,19797,20000,0.98985,0.15392720000818372
290,MiddlePhalanxOutlineAgeGroup,0,threshold=0.001,0.5584415584415584,15181,20000,0.75905,0.12073259998578578
291,MiddlePhalanxOutlineAgeGroup,0,threshold=0.01,0.538961038961039,9538,20000,0.4769,0.0879856999963522
292,MiddlePhalanxOutlineCorrect,0,no_selection (baseline),0.8247422680412371,20000,20000,1.0,0.21981080004479736
293,MiddlePhalanxOutlineCorrect,0,threshold=0.0,0.8247422680412371,19864,20000,0.9932,0.26926689996616915
294,MiddlePhalanxOutlineCorrect,0,threshold=0.001,0.8178694158075601,15268,20000,0.7634,0.20831150002777576
295,MiddlePhalanxOutlineCorrect,0,threshold=0.01,0.8350515463917526,9667,20000,0.48335,0.1616867000120692
296,MiddlePhalanxTW,0,no_selection (baseline),0.577922077922078,20000,20000,1.0,0.1605445999884978
297,MiddlePhalanxTW,0,threshold=0.0,0.577922077922078,19831,20000,0.99155,0.14667950000148267
298,MiddlePhalanxTW,0,threshold=0.001,0.5844155844155844,15515,20000,0.77575,0.12003650004044175
299,MiddlePhalanxTW,0,threshold=0.01,0.5584415584415584,9654,20000,0.4827,0.08922510000411421
300,MixedShapesRegularTrain,0,no_selection (baseline),0.9694845360824742,20000,20000,1.0,0.16041750001022592
301,MixedShapesRegularTrain,0,threshold=0.0,0.9694845360824742,19760,20000,0.988,0.19066429999656975
302,MixedShapesRegularTrain,0,threshold=0.001,0.9694845360824742,17541,20000,0.87705,0.1894719999982044
303,MixedShapesRegularTrain,0,threshold=0.01,0.9595876288659794,10266,20000,0.5133,0.15221420000307262
304,MixedShapesSmallTrain,0,no_selection (baseline),0.9389690721649484,20000,20000,1.0,0.02415459998883307
305,MixedShapesSmallTrain,0,threshold=0.0,0.9389690721649484,19580,20000,0.979,0.025835300039034337
306,MixedShapesSmallTrain,0,threshold=0.001,0.9406185567010309,17351,20000,0.86755,0.023080900020431727
307,MixedShapesSmallTrain,0,threshold=0.01,0.9183505154639175,10194,20000,0.5097,0.01445900002727285
308,MoteStrain,0,no_selection (baseline),0.9097444089456869,20000,20000,1.0,0.006643200002145022
309,MoteStrain,0,threshold=0.0,0.9097444089456869,20000,20000,1.0,0.006761199969332665
310,MoteStrain,0,threshold=0.001,0.9089456869009584,19941,20000,0.99705,0.006572799989953637
311,MoteStrain,0,threshold=0.01,0.9249201277955271,12552,20000,0.6276,0.0048405000125057995
312,NonInvasiveFetalECGThorax1,0,no_selection (baseline),0.9587786259541985,20000,20000,1.0,1.0053709999774583
313,NonInvasiveFetalECGThorax1,0,threshold=0.0,0.9587786259541985,19969,20000,0.99845,1.018695699982345
314,NonInvasiveFetalECGThorax1,0,threshold=0.001,0.9516539440203562,13000,20000,0.65,0.8204382000258192
315,NonInvasiveFetalECGThorax1,0,threshold=0.01,0.9455470737913486,9996,20000,0.4998,0.7788370999624021
316,NonInvasiveFetalECGThorax2,0,no_selection (baseline),0.9694656488549618,20000,20000,1.0,0.9298131999676116
317,NonInvasiveFetalECGThorax2,0,threshold=0.0,0.9694656488549618,19984,20000,0.9992,1.0328100000042468
318,NonInvasiveFetalECGThorax2,0,threshold=0.001,0.9633587786259542,13344,20000,0.6672,0.8129749000072479
319,NonInvasiveFetalECGThorax2,0,threshold=0.01,0.9516539440203562,10012,20000,0.5006,0.7298584999516606
320,OSULeaf,0,no_selection (baseline),0.9421487603305785,20000,20000,1.0,0.06099209998501465
321,OSULeaf,0,threshold=0.0,0.9421487603305785,19925,20000,0.99625,0.05971579998731613
322,OSULeaf,0,threshold=0.001,0.9421487603305785,17844,20000,0.8922,0.05509330000495538
323,OSULeaf,0,threshold=0.01,0.8884297520661157,10584,20000,0.5292,0.033348799974191934
324,OliveOil,0,no_selection (baseline),0.9,20000,20000,1.0,0.008134899951983243
325,OliveOil,0,threshold=0.0,0.9,19253,20000,0.96265,0.010093699966091663
326,OliveOil,0,threshold=0.001,0.8666666666666667,3843,20000,0.19215,0.0032648000051267445
327,OliveOil,0,threshold=0.01,0.7666666666666667,386,20000,0.0193,0.0023347000242210925
328,PLAID,0,no_selection (baseline),0.8081936685288641,20000,20000,1.0,0.18203650001669303
329,PLAID,0,threshold=0.0,0.8081936685288641,19838,20000,0.9919,0.21983890002593398
330,PLAID,0,threshold=0.001,0.8026070763500931,18337,20000,0.91685,0.19873300002655014
331,PLAID,0,threshold=0.01,0.6014897579143389,13021,20000,0.65105,0.16883969999616966
332,PhalangesOutlinesCorrect,0,no_selection (baseline),0.8321678321678322,20000,20000,1.0,0.9596332999644801
333,PhalangesOutlinesCorrect,0,threshold=0.0,0.8321678321678322,19979,20000,0.99895,1.0090333000407554
334,PhalangesOutlinesCorrect,0,threshold=0.001,0.8298368298368298,16564,20000,0.8282,0.88152659998741
335,PhalangesOutlinesCorrect,0,threshold=0.01,0.824009324009324,10086,20000,0.5043,0.7348221999709494
336,Phoneme,0,no_selection (baseline),0.2790084388185654,20000,20000,1.0,0.0640580999897793
337,Phoneme,0,threshold=0.0,0.2790084388185654,20000,20000,1.0,0.0729309999733232
338,Phoneme,0,threshold=0.001,0.27742616033755274,19866,20000,0.9933,0.08173920004628599
339,Phoneme,0,threshold=0.01,0.25,10557,20000,0.52785,0.041115699976217
340,PickupGestureWiimoteZ,0,no_selection (baseline),0.8,20000,20000,1.0,0.01310189999639988
341,PickupGestureWiimoteZ,0,threshold=0.0,0.8,19925,20000,0.99625,0.01512709999224171
342,PickupGestureWiimoteZ,0,threshold=0.001,0.82,17855,20000,0.89275,0.014199300028849393
343,PickupGestureWiimoteZ,0,threshold=0.01,0.8,15210,20000,0.7605,0.012212199973873794
344,PigAirwayPressure,0,no_selection (baseline),0.7980769230769231,20000,20000,1.0,0.032701599993743
345,PigAirwayPressure,0,threshold=0.0,0.7980769230769231,19991,20000,0.99955,0.03357870003674179
346,PigAirwayPressure,0,threshold=0.001,0.8413461538461539,18045,20000,0.90225,0.028197300038300455
347,PigAirwayPressure,0,threshold=0.01,0.4951923076923077,12653,20000,0.63265,0.02044340001884848
348,PigArtPressure,0,no_selection (baseline),0.9567307692307693,20000,20000,1.0,0.03306240000529215
349,PigArtPressure,0,threshold=0.0,0.9567307692307693,20000,20000,1.0,0.03208690002793446
350,PigArtPressure,0,threshold=0.001,0.9615384615384616,19387,20000,0.96935,0.031679000006988645
351,PigArtPressure,0,threshold=0.01,0.6153846153846154,10329,20000,0.51645,0.017846499977167696
352,PigCVP,0,no_selection (baseline),0.9326923076923077,20000,20000,1.0,0.03218300000298768
353,PigCVP,0,threshold=0.0,0.9326923076923077,20000,20000,1.0,0.035175400029402226
354,PigCVP,0,threshold=0.001,0.9278846153846154,19523,20000,0.97615,0.030649599968455732
355,PigCVP,0,threshold=0.01,0.2644230769230769,10473,20000,0.52365,0.017972500005271286
356,Plane,0,no_selection (baseline),1.0,20000,20000,1.0,0.030190200021024793
357,Plane,0,threshold=0.0,1.0,19946,20000,0.9973,0.032563599990680814
358,Plane,0,threshold=0.001,1.0,15653,20000,0.78265,0.02258580003399402
359,Plane,0,threshold=0.01,1.0,10434,20000,0.5217,0.01618340000277385
360,PowerCons,0,no_selection (baseline),0.9833333333333333,20000,20000,1.0,0.0532857000362128
361,PowerCons,0,threshold=0.0,0.9833333333333333,20000,20000,1.0,0.05355279997456819
362,PowerCons,0,threshold=0.001,0.9833333333333333,19918,20000,0.9959,0.05182829999830574
363,PowerCons,0,threshold=0.01,0.9777777777777777,11891,20000,0.59455,0.034731100022327155
364,ProximalPhalanxOutlineAgeGroup,0,no_selection (baseline),0.8439024390243902,20000,20000,1.0,0.1407454000436701
365,ProximalPhalanxOutlineAgeGroup,0,threshold=0.0,0.8439024390243902,19742,20000,0.9871,0.14597599999979138
366,ProximalPhalanxOutlineAgeGroup,0,threshold=0.001,0.8634146341463415,14229,20000,0.71145,0.11274280003271997
367,ProximalPhalanxOutlineAgeGroup,0,threshold=0.01,0.8536585365853658,8879,20000,0.44395,0.08320190000813454
368,ProximalPhalanxOutlineCorrect,0,no_selection (baseline),0.8934707903780069,20000,20000,1.0,0.26067069999407977
369,ProximalPhalanxOutlineCorrect,0,threshold=0.0,0.8934707903780069,19785,20000,0.98925,0.24670059996424243
370,ProximalPhalanxOutlineCorrect,0,threshold=0.001,0.8969072164948454,14247,20000,0.71235,0.2125514000072144
371,ProximalPhalanxOutlineCorrect,0,threshold=0.01,0.9003436426116839,9041,20000,0.45205,0.15182369999820367
372,ProximalPhalanxTW,0,no_selection (baseline),0.8048780487804879,20000,20000,1.0,0.1437144000083208
373,ProximalPhalanxTW,0,threshold=0.0,0.8048780487804879,19764,20000,0.9882,0.14853529998799786
374,ProximalPhalanxTW,0,threshold=0.001,0.7853658536585366,14267,20000,0.71335,0.1282511000172235
375,ProximalPhalanxTW,0,threshold=0.01,0.7951219512195122,8860,20000,0.443,0.08254350000061095
376,RefrigerationDevices,0,no_selection (baseline),0.5386666666666666,20000,20000,1.0,0.15095389995258301
377,RefrigerationDevices,0,threshold=0.0,0.5386666666666666,20000,20000,1.0,0.16394499997841194
378,RefrigerationDevices,0,threshold=0.001,0.536,19996,20000,0.9998,0.16421359998639673
379,RefrigerationDevices,0,threshold=0.01,0.536,11902,20000,0.5951,0.10808480001287535
380,Rock,0,no_selection (baseline),0.68,20000,20000,1.0,0.006277400010731071
381,Rock,0,threshold=0.0,0.68,19996,20000,0.9998,0.008245800039730966
382,Rock,0,threshold=0.001,0.68,19908,20000,0.9954,0.008149700006470084
383,Rock,0,threshold=0.01,0.78,14614,20000,0.7307,0.00667760003125295
384,ScreenType,0,no_selection (baseline),0.5173333333333333,20000,20000,1.0,0.14973549998831004
385,ScreenType,0,threshold=0.0,0.5173333333333333,20000,20000,1.0,0.1632920000120066
386,ScreenType,0,threshold=0.001,0.5173333333333333,19995,20000,0.99975,0.16245900001376867
387,ScreenType,0,threshold=0.01,0.49333333333333335,16320,20000,0.816,0.15211359999375418
388,SemgHandGenderCh2,0,no_selection (baseline),0.8933333333333333,20000,20000,1.0,0.1033058000029996
389,SemgHandGenderCh2,0,threshold=0.0,0.8933333333333333,20000,20000,1.0,0.1164507000357844
390,SemgHandGenderCh2,0,threshold=0.001,0.9333333333333333,12298,20000,0.6149,0.0759904999868013
391,SemgHandGenderCh2,0,threshold=0.01,0.91,10298,20000,0.5149,0.06608199997572228
392,SemgHandMovementCh2,0,no_selection (baseline),0.6133333333333333,20000,20000,1.0,0.16496920003555715
393,SemgHandMovementCh2,0,threshold=0.0,0.6133333333333333,20000,20000,1.0,0.17510589997982606
394,SemgHandMovementCh2,0,threshold=0.001,0.6422222222222222,12228,20000,0.6114,0.11775149998720735
395,SemgHandMovementCh2,0,threshold=0.01,0.6044444444444445,10241,20000,0.51205,0.1256440000142902
396,SemgHandSubjectCh2,0,no_selection (baseline),0.8355555555555556,20000,20000,1.0,0.16484320000745356
397,SemgHandSubjectCh2,0,threshold=0.0,0.8355555555555556,20000,20000,1.0,0.17870340001536533
398,SemgHandSubjectCh2,0,threshold=0.001,0.8866666666666667,12296,20000,0.6148,0.12059690000023693
399,SemgHandSubjectCh2,0,threshold=0.01,0.8488888888888889,10247,20000,0.51235,0.12817749998066574
400,ShakeGestureWiimoteZ,0,no_selection (baseline),0.94,20000,20000,1.0,0.013090699969325215
401,ShakeGestureWiimoteZ,0,threshold=0.0,0.94,19996,20000,0.9998,0.01566510001430288
402,ShakeGestureWiimoteZ,0,threshold=0.001,0.92,19778,20000,0.9889,0.015092200017534196
403,ShakeGestureWiimoteZ,0,threshold=0.01,0.88,15562,20000,0.7781,0.012437500001396984
404,ShapeletSim,0,no_selection (baseline),1.0,20000,20000,1.0,0.006309200020041317
405,ShapeletSim,0,threshold=0.0,1.0,20000,20000,1.0,0.008543599979020655
406,ShapeletSim,0,threshold=0.001,0.6944444444444444,10531,20000,0.52655,0.00538859999505803
407,ShapeletSim,0,threshold=0.01,0.6944444444444444,10034,20000,0.5017,0.005267200001981109
408,ShapesAll,0,no_selection (baseline),0.9066666666666666,20000,20000,1.0,0.24595530005171895
409,ShapesAll,0,threshold=0.0,0.9066666666666666,19861,20000,0.99305,0.25473889999557287
410,ShapesAll,0,threshold=0.001,0.915,18866,20000,0.9433,0.23656620003748685
411,ShapesAll,0,threshold=0.01,0.8916666666666667,11193,20000,0.55965,0.18185180000727996
412,SmallKitchenAppliances,0,no_selection (baseline),0.8213333333333334,20000,20000,1.0,0.15433970000594854
413,SmallKitchenAppliances,0,threshold=0.0,0.8213333333333334,20000,20000,1.0,0.17254709999542683
414,SmallKitchenAppliances,0,threshold=0.001,0.8213333333333334,19805,20000,0.99025,0.1555594999808818
415,SmallKitchenAppliances,0,threshold=0.01,0.7973333333333333,10642,20000,0.5321,0.09850429999642074
416,SmoothSubspace,0,no_selection (baseline),0.9733333333333334,20000,20000,1.0,0.042396800010465086
417,SmoothSubspace,0,threshold=0.0,0.9733333333333334,19968,20000,0.9984,0.04347080003935844
418,SmoothSubspace,0,threshold=0.001,0.9733333333333334,19849,20000,0.99245,0.04207660001702607
419,SmoothSubspace,0,threshold=0.01,0.9733333333333334,14648,20000,0.7324,0.033092400000896305
420,SonyAIBORobotSurface1,0,no_selection (baseline),0.9217970049916805,20000,20000,1.0,0.006819000001996756
421,SonyAIBORobotSurface1,0,threshold=0.0,0.9217970049916805,19997,20000,0.99985,0.008198700030334294
422,SonyAIBORobotSurface1,0,threshold=0.001,0.9184692179700499,18814,20000,0.9407,0.012478600023314357
423,SonyAIBORobotSurface1,0,threshold=0.01,0.9334442595673876,10499,20000,0.52495,0.004209999984595925
424,SonyAIBORobotSurface2,0,no_selection (baseline),0.9244491080797481,20000,20000,1.0,0.008332900004461408
425,SonyAIBORobotSurface2,0,threshold=0.0,0.9244491080797481,20000,20000,1.0,0.008423399995081127
426,SonyAIBORobotSurface2,0,threshold=0.001,0.9202518363064008,19122,20000,0.9561,0.008036699960939586
427,SonyAIBORobotSurface2,0,threshold=0.01,0.9118572927597062,10385,20000,0.51925,0.005257100041490048
428,StarLightCurves,0,no_selection (baseline),0.9808159300631375,20000,20000,1.0,0.415201399999205
429,StarLightCurves,0,threshold=0.0,0.9808159300631375,19741,20000,0.98705,0.46989639999810606
430,StarLightCurves,0,threshold=0.001,0.980330257406508,17437,20000,0.87185,0.4706331000197679
431,StarLightCurves,0,threshold=0.01,0.9793589120932491,11638,20000,0.5819,0.34999050002079457
432,Strawberry,0,no_selection (baseline),0.981081081081081,20000,20000,1.0,0.24591509997844696
433,Strawberry,0,threshold=0.0,0.981081081081081,19852,20000,0.9926,0.2647735000355169
434,Strawberry,0,threshold=0.001,0.9837837837837838,14982,20000,0.7491,0.20505659998161718
435,Strawberry,0,threshold=0.01,0.9702702702702702,9716,20000,0.4858,0.16786980000324547
436,SwedishLeaf,0,no_selection (baseline),0.9616,20000,20000,1.0,0.197888900001999
437,SwedishLeaf,0,threshold=0.0,0.9616,19999,20000,0.99995,0.19754520000424236
438,SwedishLeaf,0,threshold=0.001,0.9616,19347,20000,0.96735,0.19351989997085184
439,SwedishLeaf,0,threshold=0.01,0.9696,11000,20000,0.55,0.13673669996205717
440,Symbols,0,no_selection (baseline),0.9728643216080402,20000,20000,1.0,0.007769799965899438
441,Symbols,0,threshold=0.0,0.9728643216080402,19945,20000,0.99725,0.007515100005548447
442,Symbols,0,threshold=0.001,0.9768844221105528,18790,20000,0.9395,0.0072327000088989735
443,Symbols,0,threshold=0.01,0.9738693467336683,16783,20000,0.83915,0.006569700024556369
444,SyntheticControl,0,no_selection (baseline),1.0,20000,20000,1.0,0.11744000000180677
445,SyntheticControl,0,threshold=0.0,1.0,20000,20000,1.0,0.11740290001034737
446,SyntheticControl,0,threshold=0.001,1.0,20000,20000,1.0,0.11788610002258793
447,SyntheticControl,0,threshold=0.01,1.0,13772,20000,0.6886,0.08516020001843572
448,ToeSegmentation1,0,no_selection (baseline),0.956140350877193,20000,20000,1.0,0.010637800034601241
449,ToeSegmentation1,0,threshold=0.0,0.956140350877193,20000,20000,1.0,0.012955100042745471
450,ToeSegmentation1,0,threshold=0.001,0.956140350877193,19636,20000,0.9818,0.011864300002343953
451,ToeSegmentation1,0,threshold=0.01,0.9473684210526315,10942,20000,0.5471,0.006795499997679144
452,ToeSegmentation2,0,no_selection (baseline),0.9153846153846154,20000,20000,1.0,0.011893200047779828
453,ToeSegmentation2,0,threshold=0.0,0.9153846153846154,20000,20000,1.0,0.012898999964818358
454,ToeSegmentation2,0,threshold=0.001,0.9153846153846154,19435,20000,0.97175,0.011510299984365702
455,ToeSegmentation2,0,threshold=0.01,0.9,11026,20000,0.5513,0.007485500012990087
456,Trace,0,no_selection (baseline),1.0,20000,20000,1.0,0.028083600045647472
457,Trace,0,threshold=0.0,1.0,19998,20000,0.9999,0.030529799987562
458,Trace,0,threshold=0.001,1.0,16011,20000,0.80055,0.02123409998603165
459,Trace,0,threshold=0.01,1.0,12101,20000,0.60505,0.016035699984058738
460,TwoLeadECG,0,no_selection (baseline),0.9991220368744512,20000,20000,1.0,0.008963499974925071
461,TwoLeadECG,0,threshold=0.0,0.9991220368744512,19886,20000,0.9943,0.007108300051186234
462,TwoLeadECG,0,threshold=0.001,0.9991220368744512,14532,20000,0.7266,0.005715599982067943
463,TwoLeadECG,0,threshold=0.01,1.0,10153,20000,0.50765,0.004502299998421222
464,TwoPatterns,0,no_selection (baseline),1.0,20000,20000,1.0,0.3950897000031546
465,TwoPatterns,0,threshold=0.0,1.0,20000,20000,1.0,0.43779799999902025
466,TwoPatterns,0,threshold=0.001,1.0,19183,20000,0.95915,0.42580299999099225
467,TwoPatterns,0,threshold=0.01,1.0,10763,20000,0.53815,0.33785439998609945
468,UMD,0,no_selection (baseline),0.9861111111111112,20000,20000,1.0,0.009681100025773048
469,UMD,0,threshold=0.0,0.9861111111111112,19847,20000,0.99235,0.011789500014856458
470,UMD,0,threshold=0.001,0.9930555555555556,16514,20000,0.8257,0.01067510002758354
471,UMD,0,threshold=0.01,0.9791666666666666,11012,20000,0.5506,0.006225100019946694
472,UWaveGestureLibraryAll,0,no_selection (baseline),0.9754327191513121,20000,20000,1.0,0.3791417999891564
473,UWaveGestureLibraryAll,0,threshold=0.0,0.9754327191513121,20000,20000,1.0,0.4186805000063032
474,UWaveGestureLibraryAll,0,threshold=0.001,0.9754327191513121,19151,20000,0.95755,0.40024190000258386
475,UWaveGestureLibraryAll,0,threshold=0.01,0.9737576772752652,10522,20000,0.5261,0.31604630005313084
476,UWaveGestureLibraryX,0,no_selection (baseline),0.855108877721943,20000,20000,1.0,0.4076130999601446
477,UWaveGestureLibraryX,0,threshold=0.0,0.855108877721943,20000,20000,1.0,0.4148451999644749
478,UWaveGestureLibraryX,0,threshold=0.001,0.8576214405360134,19269,20000,0.96345,0.39959410001756623
479,UWaveGestureLibraryX,0,threshold=0.01,0.8553880513679508,13728,20000,0.6864,0.3208911999827251
480,UWaveGestureLibraryY,0,no_selection (baseline),0.7814070351758794,20000,20000,1.0,0.3726450999965891
481,UWaveGestureLibraryY,0,threshold=0.0,0.7814070351758794,20000,20000,1.0,0.4232888000551611
482,UWaveGestureLibraryY,0,threshold=0.001,0.7814070351758794,19027,20000,0.95135,0.4245208000065759
483,UWaveGestureLibraryY,0,threshold=0.01,0.7660524846454495,14303,20000,0.71515,0.3767899999511428
484,UWaveGestureLibraryZ,0,no_selection (baseline),0.7978782802903406,20000,20000,1.0,0.3991589000215754
485,UWaveGestureLibraryZ,0,threshold=0.0,0.7978782802903406,20000,20000,1.0,0.41087309998692945
486,UWaveGestureLibraryZ,0,threshold=0.001,0.798715801228364,19254,20000,0.9627,0.3974084999645129
487,UWaveGestureLibraryZ,0,threshold=0.01,0.7889447236180904,13583,20000,0.67915,0.3251501999911852
488,Wafer,0,no_selection (baseline),0.9983776768332252,20000,20000,1.0,0.3841010000323877
489,Wafer,0,threshold=0.0,0.9983776768332252,20000,20000,1.0,0.4348578000208363
490,Wafer,0,threshold=0.001,0.9978909798831928,16831,20000,0.84155,0.40790869999909773
491,Wafer,0,threshold=0.01,0.9983776768332252,11624,20000,0.5812,0.3270652000210248
492,Wine,0,no_selection (baseline),0.7962962962962963,20000,20000,1.0,0.015522899979259819
493,Wine,0,threshold=0.0,0.7962962962962963,19448,20000,0.9724,0.01744890003465116
494,Wine,0,threshold=0.001,0.7592592592592593,7596,20000,0.3798,0.007150599965825677
495,Wine,0,threshold=0.01,0.7407407407407407,2621,20000,0.13105,0.003887500031851232
496,WordSynonyms,0,no_selection (baseline),0.7492163009404389,20000,20000,1.0,0.10847520001698285
497,WordSynonyms,0,threshold=0.0,0.7492163009404389,19999,20000,0.99995,0.09601560002192855
498,WordSynonyms,0,threshold=0.001,0.7492163009404389,19676,20000,0.9838,0.09364930004812777
499,WordSynonyms,0,threshold=0.01,0.7225705329153606,11426,20000,0.5713,0.0609483000007458
500,Worms,0,no_selection (baseline),0.7142857142857143,20000,20000,1.0,0.05217719997745007
501,Worms,0,threshold=0.0,0.7142857142857143,20000,20000,1.0,0.051802300033159554
502,Worms,0,threshold=0.001,0.7142857142857143,19540,20000,0.977,0.05140739999478683
503,Worms,0,threshold=0.01,0.7012987012987013,15371,20000,0.76855,0.03941550001036376
504,WormsTwoClass,0,no_selection (baseline),0.8051948051948052,20000,20000,1.0,0.051713299995753914
505,WormsTwoClass,0,threshold=0.0,0.8051948051948052,20000,20000,1.0,0.0545146000222303
506,WormsTwoClass,0,threshold=0.001,0.8051948051948052,19585,20000,0.97925,0.05104280001251027
507,WormsTwoClass,0,threshold=0.01,0.7792207792207793,15332,20000,0.7666,0.03925229999003932
508,Yoga,0,no_selection (baseline),0.9096666666666666,20000,20000,1.0,0.09651450003730133
509,Yoga,0,threshold=0.0,0.9096666666666666,19957,20000,0.99785,0.11840850004227832
510,Yoga,0,threshold=0.001,0.9096666666666666,16380,20000,0.819,0.09513430000515655
511,Yoga,0,threshold=0.01,0.8956666666666667,10491,20000,0.52455,0.06633219996001571
